Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal _degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Accepted_Organism_Identification,Life_Stage,APHIA_ID,Abundance_[#/m3],Biomass_[mg dw/m3]
AMBON2015,CL0,TWINRING_150UM_MICROSCOPY,2015-08-13T04:47,-166.418,68.9027,30,,27,Pseudocalanus,male,104165,52.262,0.1327
AMBON2015,CL0,TWINRING_150UM_MICROSCOPY,2015-08-13T04:47,-166.418,68.9027,30,,27,Pseudocalanus newmani, ,157679,121.945,0.5637
AMBON2015,CL0,TWINRING_150UM_MICROSCOPY,2015-08-13T04:47,-166.418,68.9027,30,,27,Rathkea octopunctata, ,117848,0.136,0.0326
AMBON2015,CL0,TWINRING_150UM_MICROSCOPY,2015-08-13T04:47,-166.418,68.9027,30,,27,Parasagitta elegans, ,105440,34.841,2.6528
AMBON2015,CL0,TWINRING_150UM_MICROSCOPY,2015-08-13T04:47,-166.418,68.9027,30,,27,Themisto pacifica, ,254453,17.421,1.7589
AMBON2015,CL0,TWINRING_150UM_MICROSCOPY,2015-08-13T04:47,-166.418,68.9027,30,,27,Tomopteris, ,129715,5.444,0.0436
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Acartia longiremis, ,104257,342.219,1.2917
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Acartia, ,104108,1248.093,3.0196
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Aglantha digitale, ,117849,100.653,0.1786
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Aglantha digitale, ,117849,0.55,4.9664
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Echinodermata,bipinnaria,1806,40.261,0.0337
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Bivalvia, ,105,724.699,0.1418
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Calanoida,nauplii,1100,483.133,0.1612
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Calanus glacialis/marshallae, ,196770,186.207,55.333
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Centropages abdominalis, ,196774,181.175,0.7021
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Clione limacina, ,139178,0.236,1.8935
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Bryozoa,cyphonautes,146142,100.653,0.0703
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Echinodermata,larvae,1806,40.261,0.0025
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Eucalanus bungii, ,196775,25.163,2.041
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Euphausiacea,juvenile,1128,6.291,0.9391
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Eurytemora, ,104240,20.131,0.0707
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Evadne nordmanni, ,106273,40.261,0.1351
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Fritillaria borealis, ,103375,80.522,0.0012
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Gastropoda,larvae,101,20.131,0.0133
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Limacina helicina, ,140223,100.653,0.0423
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Decapoda,megalopa,1130,0.236,0.3592
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Melicertum octocostatum, ,117743,0.079,0.0889
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Metridia pacifica, ,196784,20.131,1.4996
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Neocalanus cristatus, ,104470,0.079,0.3624
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Neocalanus plumchrus, ,196772,5.033,3.7146
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Oikopleura vanhoeffeni, ,103417,221.436,13.575
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Oithona similis, ,106656,4992.359,4.8626
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Triconia borealis, ,128956,20.131,0.0541
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Ophiuroidea,larvae,123084,100.653,0.0244
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Paguridae,zoea,106738,6.291,0.9675
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Podon leuckartii, ,106277,40.261,0.1417
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Polychaeta,larvae,883,543.524,2.5095
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Pseudocalanus, ,104165,1751.356,4.2135
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Pseudocalanus minutus, ,104517,40.261,0.5504
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Pseudocalanus,male,104165,80.522,0.3354
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Pseudocalanus newmani, ,157679,442.872,2.2077
AMBON2015,CL1,TWINRING_150UM_MICROSCOPY,2015-08-13T07:29,-166.9024,68.9505,44,,41,Parasagitta elegans, ,105440,15.098,2.1937
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Acartia longiremis, ,104257,5.267,0.0239
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Acartia, ,104108,26.334,0.0126
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Aglantha digitale, ,117849,2.633,0.2098
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Aglantha digitale, ,117849,0.494,3.9165
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Cirripedia,cyprid,1082,38.184,0.7744
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Cirripedia,nauplii,1082,1.317,0.0007
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Bivalvia, ,105,6.583,0.0021
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Brachyura,zoea,106673,0.082,0.0266
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Calanoida,nauplii,1100,23.7,0.0117
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Calanus glacialis/marshallae, ,196770,47.4,15.2556
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Eucalanus bungii, ,196775,22.384,2.7538
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Euphausiacea,juvenile,1128,28.967,3.4462
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Gastropoda,larvae,101,5.267,0.0039
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Hippolytidae, ,106777,0.247,0.3949
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Decapoda,megalopa,1130,0.247,0.4218
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Mertensia ovum, ,106377,0.165,0.5976
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Metridia, ,104190,5.267,0.0228
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Metridia pacifica, ,196784,6.583,0.2556
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Neocalanus plumchrus, ,196772,10.533,6.9496
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Oikopleura vanhoeffeni, ,103417,26.334,10.5593
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Oikopleura vanhoeffeni, ,103417,31.6,1.1463
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Oithona similis, ,106656,858.474,1.1351
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Parasagitta elegans, ,105440,0.082,0.3912
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Polychaeta,larvae,883,2.633,0.0133
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Pseudocalanus acuspes, ,104514,2.633,0.0306
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Pseudocalanus, ,104165,1063.875,2.706
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Pseudocalanus minutus, ,104517,36.867,0.5839
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Pseudocalanus,male,104165,5.267,0.0223
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Pseudocalanus newmani, ,157679,28.967,0.1683
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Parasagitta elegans, ,105440,5.267,1.6722
AMBON2015,CL2,TWINRING_150UM_MICROSCOPY,2015-08-14T04:12,-167.9318,69.0297,47,,44,Themisto pacifica, ,254453,0.329,0.3312
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Acartia longiremis, ,104257,12.582,0.061
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Acartia, ,104108,11.323,0.0171
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Aglantha digitale, ,117849,2.516,0.0005
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Cirripedia,cyprid,1082,124.558,3.7481
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Cirripedia,nauplii,1082,1.258,0.0038
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Bivalvia, ,105,7.549,0.0014
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Brachyura,zoea,106673,0.708,0.2377
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Calanoida,nauplii,1100,13.84,0.0085
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Calanus glacialis/marshallae, ,196770,74.231,22.7791
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Catablema vesicarium, ,117784,0.079,3.5685
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Centropages abdominalis, ,196774,5.033,0.0245
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Clione limacina, ,139178,0.157,0.2772
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Bryozoa,cyphonautes,146142,6.291,0.0039
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Eucalanus bungii, ,196775,23.905,3.7247
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Euphausiacea,juvenile,1128,3.303,0.5675
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Fritillaria borealis, ,103375,5.033,0.0001
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Gastropoda,larvae,101,2.516,0.0011
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Harpacticoida, ,1102,1.258,0.0025
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Limacina helicina, ,140223,1.258,0.0004
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Decapoda,megalopa,1130,0.157,0.235
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Metridia pacifica, ,196784,1.258,0.0933
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Neocalanus cristatus, ,104470,0.315,1.7926
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Neocalanus flemingeri, ,353708,3.774,2.2442
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Neocalanus plumchrus, ,196772,3.774,2.9429
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Oikopleura vanhoeffeni, ,103417,18.872,7.7235
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Oikopleura vanhoeffeni, ,103417,41.519,3.2021
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Oithona similis, ,106656,463.002,0.524
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Triconia borealis, ,128956,22.647,0.0542
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Paguridae,zoea,106738,0.236,0.0818
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Pseudocalanus acuspes, ,104514,1.258,0.013
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Pseudocalanus, ,104165,130.848,0.3765
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Pseudocalanus mimus, ,355067,1.258,0.0243
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Pseudocalanus minutus, ,104517,1.258,0.0183
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Pseudocalanus,male,104165,2.516,0.0171
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Pseudocalanus newmani, ,157679,18.872,0.113
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Rotifera, ,14260,1.258,0.00001
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Parasagitta elegans, ,105440,12.582,2.1497
AMBON2015,CL3,TWINRING_150UM_MICROSCOPY,2015-08-13T20:29,-168.8883,69.0352,51,,48,Themisto pacifica, ,254453,0.079,1.1812
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Acartia longiremis, ,104257,269.314,1.1664
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Acartia, ,104108,465.178,0.5182
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Aglantha digitale, ,117849,0.574,0.2879
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Bivalvia, ,105,110.174,0.0237
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Brachyura,zoea,106673,0.861,0.2312
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Calanoida,nauplii,1100,336.642,0.1755
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Calanus glacialis/marshallae, ,196770,6.121,0.0288
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Calanus glacialis/marshallae, ,196770,385.608,108.2466
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Clione limacina, ,139178,0.191,0.5224
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Bryozoa,cyphonautes,146142,6.121,0.0022
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Eucalanus bungii, ,196775,30.604,1.3513
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Euphausiacea,juvenile,1128,3.06,0.5301
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Fritillaria borealis, ,103375,6.121,0.0004
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Gastropoda,larvae,101,6.121,0.003
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Hippolytidae, ,106777,0.096,0.1275
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Decapoda,megalopa,1130,0.574,0.9819
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Melicertum octocostatum, ,117743,0.096,0.0664
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Metridia pacifica, ,196784,12.242,0.4249
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Neocalanus cristatus, ,104470,0.096,0.4079
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Neocalanus flemingeri, ,353708,12.242,8.185
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Oikopleura vanhoeffeni, ,103417,24.483,0.2475
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Oithona similis, ,106656,4896.616,4.6957
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Triconia borealis, ,128956,12.242,0.0201
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Paguridae,zoea,106738,0.383,0.1308
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Pseudocalanus acuspes, ,104514,24.483,0.2682
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Pseudocalanus, ,104165,1175.188,3.0102
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Pseudocalanus minutus, ,104517,36.725,0.5243
AMBON2015,DBO3.2,TWINRING_150UM_MICROSCOPY,2015-08-12T21:51,-167.1267,68.2463,41,,38,Pseudocalanus,male,104165,36.725,0.1214
