eventDate,decimalLatitude,decimalLongitude,eventID,parenteventID,basisofrecord,minimumDepthinMeters,maximumDepthinMeters,SamplngProtocol,scientificName,nameAccordingToID,nameAccordingTo,TaxonID,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Order,Suborder,Infraorder,Family,Genus,Species,Life Stage Comment,organismQuantityType,Biomass (mg DW/m3),,,,,,,,,,Acartia longiremis
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Decapoda,https://dx.doi.org/10.14284/170 ,WoRMS,1130,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Decapoda,,,,,,Megalopa ,mgdryweight/m3,0.6965,,,,,,,,,,Bryozoa
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Echinodermata,https://dx.doi.org/10.14284/170 ,WoRMS,1806,Animalia,Echinodermata,,,,,,,,,,,larvae,mgdryweight/m3,0.0009,,,,,,,,,,Calanoida
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Eucalanus bungii,https://dx.doi.org/10.14284/170 ,WoRMS,196775,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Eucalanidae,Eucalanus,bungii,,mgdryweight/m3,9.1312,,,,,,,,,,Calanus glacialis
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Euphausiacea,https://dx.doi.org/10.14284/170 ,WoRMS,1128,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Euphausiacea,,,,,,juvenile,mgdryweight/m3,0.3543,,,,,,,,,,Calanus hyperboreus
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Fritillaria borealis,https://dx.doi.org/10.14284/170 ,WoRMS,103375,Animalia,Chordata,Tunicata,Appendicularia ,,,Copelata,,,Fritillaridae,Fritillaria,borealis,,mgdryweight/m3,0.0052,,,,,,,,,,Candacia spp.
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Gastropoda,https://dx.doi.org/10.14284/170 ,WoRMS,101,Animalia,Mollusca,,Gastropoda,,,,,,,,,,mgdryweight/m3,0.0681,,,,,,,,,,Catablema vesicarium
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Limacina helicina,https://dx.doi.org/10.14284/170 ,WoRMS,140223,Animalia,Mollusca,,Gastropoda,Opisthobranchia,,Thecosomata,,,Limacinidae,Limacina,helicina,,mgdryweight/m3,0.007,,,,,,,,,,Centropages abdominalis
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Metridia pacifica,https://dx.doi.org/10.14284/170 ,WoRMS,196784,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Metridinidae,Metridia,pacifica,,mgdryweight/m3,20.5515,,,,,,,,,,Chrysaora sp
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Microcalanus pygmaeus,https://dx.doi.org/10.14284/170 ,WoRMS,104513,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Microcalanus,pygmaeus,,mgdryweight/m3,0.129,,,,,,,,,,Cirripedia
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Microsetella norvegica,https://dx.doi.org/10.14284/170 ,WoRMS,116115,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Harpacticoida,,,Ectinosomatidae,Microsetella,norvegica,,mgdryweight/m3,0.0511,,,,,,,,,,Clione limacina
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Neocalanus cristatus,https://dx.doi.org/10.14284/170 ,WoRMS,104470,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Calanidae,Neocalanus,cristatus,,mgdryweight/m3,0.7482,,,,,,,,,,Cnidaria
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Neocalanus flemingeri,https://dx.doi.org/10.14284/170 ,WoRMS,353708,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Calanidae,Neocalanus,flemingeri,,mgdryweight/m3,1.4117,,,,,,,,,,Cumacea
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Neocalanus plumchrus,https://dx.doi.org/10.14284/170 ,WoRMS,196772,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Calanidae,Neocalanus,plumchrus,,mgdryweight/m3,17.9298,,,,,,,,,,Cyclopina spp
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Oikopleura vanhoeffeni,https://dx.doi.org/10.14284/170 ,WoRMS,103417,Animalia,Chordata,Tunicata,Appendicularia,,,Copelata,,,Oikopleuridae,Oikopleura,vanhoeffeni,,mgdryweight/m3,6.5222,,,,,,,,,,Cyclopoida
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Oithona similis,https://dx.doi.org/10.14284/170 ,WoRMS,106656,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Cyclopoida,,,Oithonidae,Oithona,similis,,mgdryweight/m3,0.2784,,,,,,,,,,Decapoda
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Ophiuroidea,https://dx.doi.org/10.14284/170 ,WoRMS,123084,Animalia,Echinodermata,,Ophiuroidea,,,,,,,,,larvae,mgdryweight/m3,0.0044,,,,,,,,,,Echinodermata
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Parasagitta elegans,https://dx.doi.org/10.14284/170 ,WoRMS,105440,Animalia,Chaetognatha,,Sagittoidea,,,Aphragmophora,Ctinodontina,,Sagittidae,Parasagitta,elegans,,mgdryweight/m3,1.7326,,,,,,,,,,Eualus spp
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Polychaeta,https://dx.doi.org/10.14284/170 ,WoRMS,883,Animalia,Annelida,,Polychaeta,,,,,,,,,larvae,mgdryweight/m3,0.2214,,,,,,,,,,Eucalanus bungii
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus acuspes,https://dx.doi.org/10.14284/170 ,WoRMS,104514,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,acuspes,,mgdryweight/m3,0.2256,,,,,,,,,,Eukrohnia hamata
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus mimus,https://dx.doi.org/10.14284/170 ,WoRMS,355067,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,mimus,,mgdryweight/m3,0.1695,,,,,,,,,,Euphausiacea
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus minutus,https://dx.doi.org/10.14284/170 ,WoRMS,104517,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,minutus,,mgdryweight/m3,0.3741,,,,,,,,,,Eurytemora pacifica
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus newmani,https://dx.doi.org/10.14284/170 ,WoRMS,157679,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,newmani,,mgdryweight/m3,0.4963,,,,,,,,,,Eurytemora spp.
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus spp.,https://dx.doi.org/10.14284/170 ,WoRMS,104165,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,,male,mgdryweight/m3,0.2646,,,,,,,,,,Evadne nordmanni
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus spp.,https://dx.doi.org/10.14284/170 ,WoRMS,104165,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,,copepodites,mgdryweight/m3,3.1756,,,,,,,,,,Fritillaria borealis
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Rotifera,https://dx.doi.org/10.14284/170 ,WoRMS,14260,Animalia,Rotifera,,,,,,,,,,,,mgdryweight/m3,0.0002,,,,,,,,,,Gammaridae
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Themisto spp.,https://dx.doi.org/10.14284/170 ,WoRMS,322599,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Amphipoda,Hyperiidea,,Hyperiidae,Themisto,,,mgdryweight/m3,6.0898,,,,,,,,,,Gastropoda
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Thysanoessa inermis,https://dx.doi.org/10.14284/170 ,WoRMS,110708,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Euphausiacea,,,Euphausiidae,Thysanoessa,inermis,,mgdryweight/m3,0.4895,,,,,,,,,,Halitholus cirratus
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Thysanoessa raschii,https://dx.doi.org/10.14284/170 ,WoRMS,110711,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Euphausiacea,,,Euphausiidae,Thysanoessa,raschii,,mgdryweight/m3,4.0429,,,,,,,,,,Harpacticoida
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Tomopteris spp.,https://dx.doi.org/10.14284/170 ,WoRMS,129715,Animalia,Annelida,,Polychaeta,Palpata,,Aciculata,Phyllodocida,,Tomopteridae,Tomopteris,,,mgdryweight/m3,0.1784,,,,,,,,,,Hippolytidae
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Triconia borealis,https://dx.doi.org/10.14284/170 ,WoRMS,128956,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Poecilostomatoida,,,Oncaeidae,Triconia,borealis,,mgdryweight/m3,2.4836,,,,,,,,,,Hyperia spp.
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Acartia longiremis,https://dx.doi.org/10.14284/170 ,WoRMS,104257,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Acartiidae,Acartia,longiremis,,mgdryweight/m3,0.1404,,,,,,,,,,Limacina helicina
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Acartia spp.,https://dx.doi.org/10.14284/170 ,WoRMS,104108,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Acartiidae,Acartia,,,mgdryweight/m3,0.0879,,,,,,,,,,Melicertum octocostatum
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Aglantha digitale,https://dx.doi.org/10.14284/170 ,WoRMS,117849,Animalia,Cnidaria,,Hydrozoa,Trachylina,,Narcomedusae,Narcomedusida,,Rhopalonematidae,Aglantha,digitale,,mgdryweight/m3,2.5766,,,,,,,,,,Mertensia ovum
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Asteroidea,https://dx.doi.org/10.14284/170 ,WoRMS,123080,Animalia,Echinodermata,Eleutherozoa,Asteroidea,,,,,,,,,Bipinnaria ,mgdryweight/m3,0.3556,,,,,,,,,,Metridia pacifica
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Bivalvia,https://dx.doi.org/10.14284/170 ,WoRMS,105,Animalia,Mollusca,,Bivalvia,,,,,,,,,larvae,mgdryweight/m3,0.0235,,,,,,,,,,Metridia spp.
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Bryozoa,https://dx.doi.org/10.14284/170 ,WoRMS,146142,Animalia,Bryozoa,,,,,,,,,,,cyphonautes,mgdryweight/m3,0.0606,,,,,,,,,,Microcalanus pygmaeus
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Calanoida,https://dx.doi.org/10.14284/170 ,WoRMS,1100,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,,,,nauplii,mgdryweight/m3,0.0229,,,,,,,,,,Microsetella norvegica
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Calanus glacialis,https://dx.doi.org/10.14284/170 ,WoRMS,104465,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Calanidae,Calanus,glacialis,,mgdryweight/m3,0.1549,,,,,,,,,,Neocalanus cristatus
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Cirripedia,https://dx.doi.org/10.14284/170 ,WoRMS,1082,Animalia,Arthropoda,Crustacea,Maxillopoda,Thecostraca,Cirripedia,,,,,,,cypris,mgdryweight/m3,0.0498,,,,,,,,,,Neocalanus flemingeri
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Cirripedia,https://dx.doi.org/10.14284/170 ,WoRMS,1082,Animalia,Arthropoda,Crustacea,Maxillopoda,Thecostraca,Cirripedia,,,,,,,nauplii,mgdryweight/m3,0.0921,,,,,,,,,,Neocalanus plumchrus
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Cnidaria,https://dx.doi.org/10.14284/170 ,WoRMS,1267,Animalia,Cnidaria,,,,,,,,,,,,mgdryweight/m3,0.0002,,,,,,,,,,Neomysis rayii
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Echinodermata,https://dx.doi.org/10.14284/170 ,WoRMS,1806,Animalia,Echinodermata,,,,,,,,,,,larvae,mgdryweight/m3,0.0399,,,,,,,,,,Obelia longissima
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Eurytemora spp.,https://dx.doi.org/10.14284/170 ,WoRMS,104240,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Temoridae,Eurytemora,,,mgdryweight/m3,0.072,,,,,,,,,,Oikopleura vanhoeffeni
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Evadne nordmanni,https://dx.doi.org/10.14284/170 ,WoRMS,106273,Animalia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,,Diplostraca,Cladocera,Onychopoda,Podonidae,Evadne,nordmanni,,mgdryweight/m3,0.0065,,,,,,,,,,Oithona similis
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Fritillaria borealis,https://dx.doi.org/10.14284/170 ,WoRMS,103375,Animalia,Chordata,Tunicata,Appendicularia ,,,Copelata,,,Fritillaridae,Fritillaria,borealis,,mgdryweight/m3,0.0002,,,,,,,,,,Onisimus spp.
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Gastropoda,https://dx.doi.org/10.14284/170 ,WoRMS,101,Animalia,Mollusca,,Gastropoda,,,,,,,,,larvae,mgdryweight/m3,0.3196,,,,,,,,,,Ophiuroidea
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Harpacticoida,https://dx.doi.org/10.14284/170 ,WoRMS,1102,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Harpacticoida,,,,,,nauplii,mgdryweight/m3,0.001,,,,,,,,,,Ostracoda
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Limacina helicina,https://dx.doi.org/10.14284/170 ,WoRMS,140223,Animalia,Mollusca,,Gastropoda,Opisthobranchia,,Thecosomata,,,Limacinidae,Limacina,helicina,,mgdryweight/m3,0.0087,,,,,,,,,,Paguridae
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Neomysis rayii,https://dx.doi.org/10.14284/170 ,WoRMS,226869,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Mysida,,,Mysidae,Neomysis,rayii,,mgdryweight/m3,0.0231,,,,,,,,,,Pandalidae
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Obelia longissima,https://dx.doi.org/10.14284/170 ,WoRMS,117389,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,,Leptothecatae,,,Campanulariidae,Obelia,longissima,,mgdryweight/m3,0.0125,,,,,,,,,,Parasagitta elegans
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Oithona similis,https://dx.doi.org/10.14284/170 ,WoRMS,106656,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Cyclopoida,,,Oithonidae,Oithona,similis,,mgdryweight/m3,0.0725,,,,,,,,,,Podon leuckartii
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Ophiuroidea,https://dx.doi.org/10.14284/170 ,WoRMS,123084,Animalia,Echinodermata,,Ophiuroidea,,,,,,,,,larvae,mgdryweight/m3,0.0308,,,,,,,,,,Polychaeta
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Parasagitta elegans,https://dx.doi.org/10.14284/170 ,WoRMS,105440,Animalia,Chaetognatha,,Sagittoidea,,,Aphragmophora,Ctinodontina,,Sagittidae,Parasagitta,elegans,,mgdryweight/m3,0.0049,,,,,,,,,,Pseudocalanus acuspes
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Podon leuckartii,https://dx.doi.org/10.14284/170 ,WoRMS,106277,Animalia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,,Diplostraca,Cladocera,Onychopoda,Podonidae,Podon,leuckartii,,mgdryweight/m3,0.0071,,,,,,,,,,Pseudocalanus mimus
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Polychaeta,https://dx.doi.org/10.14284/170 ,WoRMS,883,Animalia,Annelida,,Polychaeta,,,,,,,,,larvae,mgdryweight/m3,0.4648,,,,,,,,,,Pseudocalanus minutus
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus acuspes,https://dx.doi.org/10.14284/170 ,WoRMS,104514,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,acuspes,,mgdryweight/m3,0.0188,,,,,,,,,,Pseudocalanus newmani
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus spp.,https://dx.doi.org/10.14284/170 ,WoRMS,104165,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,,copepodites,mgdryweight/m3,0.1201,,,,,,,,,,Pseudocalanus spp.
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Triconia borealis,https://dx.doi.org/10.14284/170 ,WoRMS,128956,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Poecilostomatoida,,,Oncaeidae,Triconia,borealis,,mgdryweight/m3,0.0026,,,,,,,,,,Rathkea octopunctata
8/12/2015 0:00,67.786,-168.6034,DBO3.7,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Acartia longiremis,https://dx.doi.org/10.14284/170 ,WoRMS,104257,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Acartiidae,Acartia,longiremis,,mgdryweight/m3,0.0411,,,,,,,,,,Rotifera
