eventDate,decimalLatitude,decimalLongitude,eventID,parenteventID,basisofrecord,minimumDepthinMeters,maximumDepthinMeters,SamplngProtocol,scientificName,nameAccordingToID,nameAccordingTo,TaxonID,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Order,Suborder,Infraorder,Family,Genus,Species,Life Stage Comment,OrganismQuantity,organismQuantityType,,,,,,,,,,Acartia longiremis
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Limacina helicina,https://dx.doi.org/10.14284/170 ,WoRMS,140223,Animalia,Mollusca,,Gastropoda,Opisthobranchia,,Thecosomata,,,Limacinidae,Limacina,helicina,,10.533,count per cubic meter,,,,,,,,,,Centropages abdominalis
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Metridia pacifica,https://dx.doi.org/10.14284/170 ,WoRMS,196784,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Metridinidae,Metridia,pacifica,,421.337,count per cubic meter,,,,,,,,,,Chrysaora sp
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Microcalanus pygmaeus,https://dx.doi.org/10.14284/170 ,WoRMS,104513,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Microcalanus,pygmaeus,,84.267,count per cubic meter,,,,,,,,,,Cirripedia
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Microsetella norvegica,https://dx.doi.org/10.14284/170 ,WoRMS,116115,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Harpacticoida,,,Ectinosomatidae,Microsetella,norvegica,,21.067,count per cubic meter,,,,,,,,,,Clione limacina
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Neocalanus cristatus,https://dx.doi.org/10.14284/170 ,WoRMS,104470,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Calanidae,Neocalanus,cristatus,,0.165,count per cubic meter,,,,,,,,,,Cnidaria
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Neocalanus flemingeri,https://dx.doi.org/10.14284/170 ,WoRMS,353708,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Calanidae,Neocalanus,flemingeri,,1.317,count per cubic meter,,,,,,,,,,Cumacea
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Neocalanus plumchrus,https://dx.doi.org/10.14284/170 ,WoRMS,196772,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Calanidae,Neocalanus,plumchrus,,21.067,count per cubic meter,,,,,,,,,,Cyclopina spp
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Oikopleura vanhoeffeni,https://dx.doi.org/10.14284/170 ,WoRMS,103417,Animalia,Chordata,Tunicata,Appendicularia,,,Copelata,,,Oikopleuridae,Oikopleura,vanhoeffeni,,316.003,count per cubic meter,,,,,,,,,,Cyclopoida
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Oithona similis,https://dx.doi.org/10.14284/170 ,WoRMS,106656,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Cyclopoida,,,Oithonidae,Oithona,similis,,242.269,count per cubic meter,,,,,,,,,,Decapoda
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Ophiuroidea,https://dx.doi.org/10.14284/170 ,WoRMS,123084,Animalia,Echinodermata,,Ophiuroidea,,,,,,,,,larvae,21.067,count per cubic meter,,,,,,,,,,Echinodermata
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Parasagitta elegans,https://dx.doi.org/10.14284/170 ,WoRMS,105440,Animalia,Chaetognatha,,Sagittoidea,,,Aphragmophora,Ctinodontina,,Sagittidae,Parasagitta,elegans,,13.496,count per cubic meter,,,,,,,,,,Eualus spp
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Polychaeta,https://dx.doi.org/10.14284/170 ,WoRMS,883,Animalia,Annelida,,Polychaeta,,,,,,,,,larvae,105.334,count per cubic meter,,,,,,,,,,Eucalanus bungii
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus acuspes,https://dx.doi.org/10.14284/170 ,WoRMS,104514,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,acuspes,,21.067,count per cubic meter,,,,,,,,,,Eukrohnia hamata
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus mimus,https://dx.doi.org/10.14284/170 ,WoRMS,355067,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,mimus,,10.533,count per cubic meter,,,,,,,,,,Euphausiacea
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus minutus,https://dx.doi.org/10.14284/170 ,WoRMS,104517,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,minutus,,21.067,count per cubic meter,,,,,,,,,,Eurytemora pacifica
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus newmani,https://dx.doi.org/10.14284/170 ,WoRMS,157679,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,newmani,,84.267,count per cubic meter,,,,,,,,,,Eurytemora spp.
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus spp.,https://dx.doi.org/10.14284/170 ,WoRMS,104165,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,,male,52.667,count per cubic meter,,,,,,,,,,Evadne nordmanni
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus spp.,https://dx.doi.org/10.14284/170 ,WoRMS,104165,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,,copepodites,1063.875,count per cubic meter,,,,,,,,,,Fritillaria borealis
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Rotifera,https://dx.doi.org/10.14284/170 ,WoRMS,14260,Animalia,Rotifera,,,,,,,,,,,,31.6,count per cubic meter,,,,,,,,,,Gammaridae
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Themisto spp.,https://dx.doi.org/10.14284/170 ,WoRMS,322599,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Amphipoda,Hyperiidea,,Hyperiidae,Themisto,,,31.6,count per cubic meter,,,,,,,,,,Gastropoda
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Thysanoessa inermis,https://dx.doi.org/10.14284/170 ,WoRMS,110708,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Euphausiacea,,,Euphausiidae,Thysanoessa,inermis,,0.411,count per cubic meter,,,,,,,,,,Halitholus cirratus
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Thysanoessa raschii,https://dx.doi.org/10.14284/170 ,WoRMS,110711,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Euphausiacea,,,Euphausiidae,Thysanoessa,raschii,,4.032,count per cubic meter,,,,,,,,,,Harpacticoida
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Tomopteris spp.,https://dx.doi.org/10.14284/170 ,WoRMS,129715,Animalia,Annelida,,Polychaeta,Palpata,,Aciculata,Phyllodocida,,Tomopteridae,Tomopteris,,,0.082,count per cubic meter,,,,,,,,,,Hippolytidae
8/11/2015 21:20,67.67231,-168.9545,DBO3.8,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Triconia borealis,https://dx.doi.org/10.14284/170 ,WoRMS,128956,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Poecilostomatoida,,,Oncaeidae,Triconia,borealis,,1042.808,count per cubic meter,,,,,,,,,,Hyperia spp.
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Acartia longiremis,https://dx.doi.org/10.14284/170 ,WoRMS,104257,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Acartiidae,Acartia,longiremis,,33.664,count per cubic meter,,,,,,,,,,Limacina helicina
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Acartia spp.,https://dx.doi.org/10.14284/170 ,WoRMS,104108,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Acartiidae,Acartia,,,81.1,count per cubic meter,,,,,,,,,,Melicertum octocostatum
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Aglantha digitale,https://dx.doi.org/10.14284/170 ,WoRMS,117849,Animalia,Cnidaria,,Hydrozoa,Trachylina,,Narcomedusae,Narcomedusida,,Rhopalonematidae,Aglantha,digitale,,3.921,count per cubic meter,,,,,,,,,,Mertensia ovum
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Asteroidea,https://dx.doi.org/10.14284/170 ,WoRMS,123080,Animalia,Echinodermata,Eleutherozoa,Asteroidea,,,,,,,,,Bipinnaria ,91.812,count per cubic meter,,,,,,,,,,Metridia pacifica
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Bivalvia,https://dx.doi.org/10.14284/170 ,WoRMS,105,Animalia,Mollusca,,Bivalvia,,,,,,,,,larvae,88.751,count per cubic meter,,,,,,,,,,Metridia spp.
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Bryozoa,https://dx.doi.org/10.14284/170 ,WoRMS,146142,Animalia,Bryozoa,,,,,,,,,,,cyphonautes,125.476,count per cubic meter,,,,,,,,,,Microcalanus pygmaeus
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Calanoida,https://dx.doi.org/10.14284/170 ,WoRMS,1100,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,,,,nauplii,48.966,count per cubic meter,,,,,,,,,,Microsetella norvegica
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Calanus glacialis,https://dx.doi.org/10.14284/170 ,WoRMS,104465,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Calanidae,Calanus,glacialis,,1.53,count per cubic meter,,,,,,,,,,Neocalanus cristatus
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Cirripedia,https://dx.doi.org/10.14284/170 ,WoRMS,1082,Animalia,Arthropoda,Crustacea,Maxillopoda,Thecostraca,Cirripedia,,,,,,,cypris,6.121,count per cubic meter,,,,,,,,,,Neocalanus flemingeri
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Cirripedia,https://dx.doi.org/10.14284/170 ,WoRMS,1082,Animalia,Arthropoda,Crustacea,Maxillopoda,Thecostraca,Cirripedia,,,,,,,nauplii,125.476,count per cubic meter,,,,,,,,,,Neocalanus plumchrus
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Cnidaria,https://dx.doi.org/10.14284/170 ,WoRMS,1267,Animalia,Cnidaria,,,,,,,,,,,,3.06,count per cubic meter,,,,,,,,,,Neomysis rayii
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Echinodermata,https://dx.doi.org/10.14284/170 ,WoRMS,1806,Animalia,Echinodermata,,,,,,,,,,,larvae,171.382,count per cubic meter,,,,,,,,,,Obelia longissima
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Eurytemora spp.,https://dx.doi.org/10.14284/170 ,WoRMS,104240,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Temoridae,Eurytemora,,,27.543,count per cubic meter,,,,,,,,,,Oikopleura vanhoeffeni
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Evadne nordmanni,https://dx.doi.org/10.14284/170 ,WoRMS,106273,Animalia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,,Diplostraca,Cladocera,Onychopoda,Podonidae,Evadne,nordmanni,,1.53,count per cubic meter,,,,,,,,,,Oithona similis
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Fritillaria borealis,https://dx.doi.org/10.14284/170 ,WoRMS,103375,Animalia,Chordata,Tunicata,Appendicularia ,,,Copelata,,,Fritillaridae,Fritillaria,borealis,,6.121,count per cubic meter,,,,,,,,,,Onisimus spp.
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Gastropoda,https://dx.doi.org/10.14284/170 ,WoRMS,101,Animalia,Mollusca,,Gastropoda,,,,,,,,,larvae,508.024,count per cubic meter,,,,,,,,,,Ophiuroidea
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Harpacticoida,https://dx.doi.org/10.14284/170 ,WoRMS,1102,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Harpacticoida,,,,,,nauplii,3.06,count per cubic meter,,,,,,,,,,Ostracoda
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Limacina helicina,https://dx.doi.org/10.14284/170 ,WoRMS,140223,Animalia,Mollusca,,Gastropoda,Opisthobranchia,,Thecosomata,,,Limacinidae,Limacina,helicina,,12.242,count per cubic meter,,,,,,,,,,Paguridae
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Neomysis rayii,https://dx.doi.org/10.14284/170 ,WoRMS,226869,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Mysida,,,Mysidae,Neomysis,rayii,,0.287,count per cubic meter,,,,,,,,,,Pandalidae
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Obelia longissima,https://dx.doi.org/10.14284/170 ,WoRMS,117389,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,,Leptothecatae,,,Campanulariidae,Obelia,longissima,,3.06,count per cubic meter,,,,,,,,,,Parasagitta elegans
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Oithona similis,https://dx.doi.org/10.14284/170 ,WoRMS,106656,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Cyclopoida,,,Oithonidae,Oithona,similis,,59.678,count per cubic meter,,,,,,,,,,Podon leuckartii
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Ophiuroidea,https://dx.doi.org/10.14284/170 ,WoRMS,123084,Animalia,Echinodermata,,Ophiuroidea,,,,,,,,,larvae,94.872,count per cubic meter,,,,,,,,,,Polychaeta
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Parasagitta elegans,https://dx.doi.org/10.14284/170 ,WoRMS,105440,Animalia,Chaetognatha,,Sagittoidea,,,Aphragmophora,Ctinodontina,,Sagittidae,Parasagitta,elegans,,4.591,count per cubic meter,,,,,,,,,,Pseudocalanus acuspes
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Podon leuckartii,https://dx.doi.org/10.14284/170 ,WoRMS,106277,Animalia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,,Diplostraca,Cladocera,Onychopoda,Podonidae,Podon,leuckartii,,6.121,count per cubic meter,,,,,,,,,,Pseudocalanus mimus
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Polychaeta,https://dx.doi.org/10.14284/170 ,WoRMS,883,Animalia,Annelida,,Polychaeta,,,,,,,,,larvae,131.597,count per cubic meter,,,,,,,,,,Pseudocalanus minutus
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus acuspes,https://dx.doi.org/10.14284/170 ,WoRMS,104514,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,acuspes,,3.06,count per cubic meter,,,,,,,,,,Pseudocalanus newmani
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Pseudocalanus spp.,https://dx.doi.org/10.14284/170 ,WoRMS,104165,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Clausocalanidae,Pseudocalanus,,copepodites,56.617,count per cubic meter,,,,,,,,,,Pseudocalanus spp.
8/11/2015 21:20,70.03577,-162.7721,ML1.1,AMBON,PreservedSpecimen,0,9,Twin-ring; 60 cm diameter; mesh 150,Triconia borealis,https://dx.doi.org/10.14284/170 ,WoRMS,128956,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Poecilostomatoida,,,Oncaeidae,Triconia,borealis,,1.53,count per cubic meter,,,,,,,,,,Rathkea octopunctata
8/12/2015 0:00,67.786,-168.6034,DBO3.7,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Acartia longiremis,https://dx.doi.org/10.14284/170 ,WoRMS,104257,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Acartiidae,Acartia,longiremis,,10.533,count per cubic meter,,,,,,,,,,Rotifera
8/12/2015 0:00,67.786,-168.6034,DBO3.7,AMBON,PreservedSpecimen,0,42,Twin-ring; 60 cm diameter; mesh 150,Acartia spp.,https://dx.doi.org/10.14284/170 ,WoRMS,104108,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Calanoida,,,Acartiidae,Acartia,,,21.067,count per cubic meter,,,,,,,,,,Scolecithricella minor
