,occurenceRemarks,eventDate,decimalLongitude,decimalLatitude,verbatimDepth,scientificName,lifeStage,taxonID,datasetID,occurenceID,scientificNameID,nomenclaturalCode,basisOfRecord,organismyQuantityType,organismQuantity
22,TWINRING_150UM_MICROSCOPY,2017-08-20 22:48:00,-163.5095,69.3443,12,Centropages abdominalis, ,196774.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_196774.0,urn:lsid:marinespecies.org:taxname:196774.0,WoRMS,Human Observation,Abundance_[#/m3],1593.396
23,TWINRING_150UM_MICROSCOPY,2017-08-20 22:48:00,-163.5095,69.3443,12,Polychaeta,larvae,883.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_883.0,urn:lsid:marinespecies.org:taxname:883.0,WoRMS,Human Observation,Abundance_[#/m3],2062.042
24,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Pisces,larvae,11676.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_11676.0,urn:lsid:marinespecies.org:taxname:11676.0,WoRMS,Human Observation,Abundance_[#/m3],0.198
25,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Isopoda, ,1131.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_1131.0,urn:lsid:marinespecies.org:taxname:1131.0,WoRMS,Human Observation,Abundance_[#/m3],0.198
26,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Rotifera, ,14260.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_14260.0,urn:lsid:marinespecies.org:taxname:14260.0,WoRMS,Human Observation,Abundance_[#/m3],12.640999999999998
27,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Harpacticoida, ,1102.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_1102.0,urn:lsid:marinespecies.org:taxname:1102.0,WoRMS,Human Observation,Abundance_[#/m3],0.198
28,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Harpacticoida, ,1102.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_1102.0,urn:lsid:marinespecies.org:taxname:1102.0,WoRMS,Human Observation,Abundance_[#/m3],0.198
29,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Cyclopoida,nauplii,1101.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_1101.0,urn:lsid:marinespecies.org:taxname:1101.0,WoRMS,Human Observation,Abundance_[#/m3],3.16
30,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Calanus glacialis/marshallae, ,196770.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_196770.0,urn:lsid:marinespecies.org:taxname:196770.0,WoRMS,Human Observation,Abundance_[#/m3],0.79
31,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Limacina helicina, ,140223.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_140223.0,urn:lsid:marinespecies.org:taxname:140223.0,WoRMS,Human Observation,Abundance_[#/m3],37.922
32,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Pseudocalanus newmani, ,157679.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_157679.0,urn:lsid:marinespecies.org:taxname:157679.0,WoRMS,Human Observation,Abundance_[#/m3],4.74
33,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Obelia longissima, ,117389.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_117389.0,urn:lsid:marinespecies.org:taxname:117389.0,WoRMS,Human Observation,Abundance_[#/m3],0.79
34,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Pseudocalanus,male,104165.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_104165.0,urn:lsid:marinespecies.org:taxname:104165.0,WoRMS,Human Observation,Abundance_[#/m3],7.9
35,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Parasagitta elegans, ,105440.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_105440.0,urn:lsid:marinespecies.org:taxname:105440.0,WoRMS,Human Observation,Abundance_[#/m3],0.79
36,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Pseudocalanus acuspes, ,104514.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_104514.0,urn:lsid:marinespecies.org:taxname:104514.0,WoRMS,Human Observation,Abundance_[#/m3],11.061
37,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Cirripedia,nauplii,1082.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_1082.0,urn:lsid:marinespecies.org:taxname:1082.0,WoRMS,Human Observation,Abundance_[#/m3],151.687
38,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Ophiuroidea,larvae,123084.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_123084.0,urn:lsid:marinespecies.org:taxname:123084.0,WoRMS,Human Observation,Abundance_[#/m3],606.746
39,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Podon leuckartii, ,106277.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_106277.0,urn:lsid:marinespecies.org:taxname:106277.0,WoRMS,Human Observation,Abundance_[#/m3],44.242
40,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Fritillaria borealis, ,103375.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_103375.0,urn:lsid:marinespecies.org:taxname:103375.0,WoRMS,Human Observation,Abundance_[#/m3],619.388
41,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Eurytemora herdmani, ,157670.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_157670.0,urn:lsid:marinespecies.org:taxname:157670.0,WoRMS,Human Observation,Abundance_[#/m3],18.961
42,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Gastropoda,larvae,101.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_101.0,urn:lsid:marinespecies.org:taxname:101.0,WoRMS,Human Observation,Abundance_[#/m3],935.4019999999999
43,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Eurytemora, ,104240.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_104240.0,urn:lsid:marinespecies.org:taxname:104240.0,WoRMS,Human Observation,Abundance_[#/m3],82.164
44,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Melicertum octocostatum, ,117743.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_117743.0,urn:lsid:marinespecies.org:taxname:117743.0,WoRMS,Human Observation,Abundance_[#/m3],0.198
45,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Echinodermata,bipinnaria,1806.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_1806.0,urn:lsid:marinespecies.org:taxname:1806.0,WoRMS,Human Observation,Abundance_[#/m3],189.609
46,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Calanoida,nauplii,1100.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_1100.0,urn:lsid:marinespecies.org:taxname:1100.0,WoRMS,Human Observation,Abundance_[#/m3],632.029
47,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Echinodermata,larvae,1806.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_1806.0,urn:lsid:marinespecies.org:taxname:1806.0,WoRMS,Human Observation,Abundance_[#/m3],7382.076
48,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Bivalvia, ,105.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_105.0,urn:lsid:marinespecies.org:taxname:105.0,WoRMS,Human Observation,Abundance_[#/m3],2578.677
49,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Pseudocalanus, ,104165.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_104165.0,urn:lsid:marinespecies.org:taxname:104165.0,WoRMS,Human Observation,Abundance_[#/m3],322.335
50,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Acartia hudsonica, ,157664.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_157664.0,urn:lsid:marinespecies.org:taxname:157664.0,WoRMS,Human Observation,Abundance_[#/m3],151.687
51,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Acartia longiremis, ,104257.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_104257.0,urn:lsid:marinespecies.org:taxname:104257.0,WoRMS,Human Observation,Abundance_[#/m3],126.406
52,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Acartia, ,104108.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_104108.0,urn:lsid:marinespecies.org:taxname:104108.0,WoRMS,Human Observation,Abundance_[#/m3],808.997
53,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Aglantha digitale, ,117849.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_117849.0,urn:lsid:marinespecies.org:taxname:117849.0,WoRMS,Human Observation,Abundance_[#/m3],442.42
54,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Cirripedia,cyprid,1082.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_1082.0,urn:lsid:marinespecies.org:taxname:1082.0,WoRMS,Human Observation,Abundance_[#/m3],151.687
55,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Oithona similis, ,106656.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_106656.0,urn:lsid:marinespecies.org:taxname:106656.0,WoRMS,Human Observation,Abundance_[#/m3],3134.862
56,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Centropages abdominalis, ,196774.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_196774.0,urn:lsid:marinespecies.org:taxname:196774.0,WoRMS,Human Observation,Abundance_[#/m3],1112.37
57,TWINRING_150UM_MICROSCOPY,2017-08-17 15:24:00,-162.766,70.0357,13,Polychaeta,larvae,883.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_883.0,urn:lsid:marinespecies.org:taxname:883.0,WoRMS,Human Observation,Abundance_[#/m3],4853.967000000001
58,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Isopoda, ,1131.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_1131.0,urn:lsid:marinespecies.org:taxname:1131.0,WoRMS,Human Observation,Abundance_[#/m3],1.7819999999999998
59,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Rotifera, ,14260.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_14260.0,urn:lsid:marinespecies.org:taxname:14260.0,WoRMS,Human Observation,Abundance_[#/m3],3.563
60,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Amphipoda, ,1135.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_1135.0,urn:lsid:marinespecies.org:taxname:1135.0,WoRMS,Human Observation,Abundance_[#/m3],0.223
61,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Obelia longissima, ,117389.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_117389.0,urn:lsid:marinespecies.org:taxname:117389.0,WoRMS,Human Observation,Abundance_[#/m3],0.223
62,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Microsetella, ,115341.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_115341.0,urn:lsid:marinespecies.org:taxname:115341.0,WoRMS,Human Observation,Abundance_[#/m3],1.7819999999999998
63,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Limacina helicina, ,140223.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_140223.0,urn:lsid:marinespecies.org:taxname:140223.0,WoRMS,Human Observation,Abundance_[#/m3],3.563
64,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Tortanus discaudatus, ,157684.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_157684.0,urn:lsid:marinespecies.org:taxname:157684.0,WoRMS,Human Observation,Abundance_[#/m3],0.6679999999999999
65,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Cyclopoida,nauplii,1101.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_1101.0,urn:lsid:marinespecies.org:taxname:1101.0,WoRMS,Human Observation,Abundance_[#/m3],5.345
66,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Calanus glacialis/marshallae, ,196770.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_196770.0,urn:lsid:marinespecies.org:taxname:196770.0,WoRMS,Human Observation,Abundance_[#/m3],0.223
67,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Gammaridae, ,101383.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_101383.0,urn:lsid:marinespecies.org:taxname:101383.0,WoRMS,Human Observation,Abundance_[#/m3],0.445
68,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Ophiuroidea,larvae,123084.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_123084.0,urn:lsid:marinespecies.org:taxname:123084.0,WoRMS,Human Observation,Abundance_[#/m3],21.38
69,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Pseudocalanus mimus, ,355067.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_355067.0,urn:lsid:marinespecies.org:taxname:355067.0,WoRMS,Human Observation,Abundance_[#/m3],0.8909999999999999
70,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Harpacticoida, ,1102.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_1102.0,urn:lsid:marinespecies.org:taxname:1102.0,WoRMS,Human Observation,Abundance_[#/m3],2.6719999999999997
71,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Evadne nordmanni, ,106273.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_106273.0,urn:lsid:marinespecies.org:taxname:106273.0,WoRMS,Human Observation,Abundance_[#/m3],7.127000000000001
72,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Echinodermata,bipinnaria,1806.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_1806.0,urn:lsid:marinespecies.org:taxname:1806.0,WoRMS,Human Observation,Abundance_[#/m3],7.127000000000001
73,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Gastropoda,larvae,101.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_101.0,urn:lsid:marinespecies.org:taxname:101.0,WoRMS,Human Observation,Abundance_[#/m3],85.51899999999999
74,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Cumacea, ,1137.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_1137.0,urn:lsid:marinespecies.org:taxname:1137.0,WoRMS,Human Observation,Abundance_[#/m3],3.563
75,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Decapoda,larvae,1130.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_1130.0,urn:lsid:marinespecies.org:taxname:1130.0,WoRMS,Human Observation,Abundance_[#/m3],0.223
76,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Echinodermata,larvae,1806.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_1806.0,urn:lsid:marinespecies.org:taxname:1806.0,WoRMS,Human Observation,Abundance_[#/m3],427.595
77,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Fritillaria borealis, ,103375.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_103375.0,urn:lsid:marinespecies.org:taxname:103375.0,WoRMS,Human Observation,Abundance_[#/m3],149.658
78,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Pseudocalanus acuspes, ,104514.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_104514.0,urn:lsid:marinespecies.org:taxname:104514.0,WoRMS,Human Observation,Abundance_[#/m3],21.38
79,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Pseudocalanus,male,104165.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_104165.0,urn:lsid:marinespecies.org:taxname:104165.0,WoRMS,Human Observation,Abundance_[#/m3],46.323
80,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Sipuncula,larvae,1268.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_1268.0,urn:lsid:marinespecies.org:taxname:1268.0,WoRMS,Human Observation,Abundance_[#/m3],42.75899999999999
81,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Parasagitta elegans, ,105440.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_105440.0,urn:lsid:marinespecies.org:taxname:105440.0,WoRMS,Human Observation,Abundance_[#/m3],4.0089999999999995
82,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Pseudocalanus newmani, ,157679.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_157679.0,urn:lsid:marinespecies.org:taxname:157679.0,WoRMS,Human Observation,Abundance_[#/m3],53.449
83,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Podon leuckartii, ,106277.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_106277.0,urn:lsid:marinespecies.org:taxname:106277.0,WoRMS,Human Observation,Abundance_[#/m3],128.278
84,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Calanoida,nauplii,1100.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_1100.0,urn:lsid:marinespecies.org:taxname:1100.0,WoRMS,Human Observation,Abundance_[#/m3],441.848
85,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Aglantha digitale, ,117849.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_117849.0,urn:lsid:marinespecies.org:taxname:117849.0,WoRMS,Human Observation,Abundance_[#/m3],13.14
86,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Parasagitta elegans, ,105440.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_105440.0,urn:lsid:marinespecies.org:taxname:105440.0,WoRMS,Human Observation,Abundance_[#/m3],0.445
87,TWINRING_150UM_MICROSCOPY,2017-08-17 06:18:00,-160.6218,70.495,16,Cirripedia,nauplii,1082.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_1082.0,urn:lsid:marinespecies.org:taxname:1082.0,WoRMS,Human Observation,Abundance_[#/m3],413.342
