,datasetID,occurrenceID,eventID,eventDate,occurrenceRemarks,decimalLongitude,decimalLatitude,verbatimDepth,scientificName,lifeStage,taxonID,scientificNameID,nomenclaturalCode,basisOfRecord,measurementType,measurementValue
31,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_7809,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Limacina helicina, ,140223,urn:lsid:marinespecies.org:taxname:140223,WoRMS,HumanObservation,Abundance_[#/m3],37.922
32,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_8042,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Pseudocalanus newmani, ,157679,urn:lsid:marinespecies.org:taxname:157679,WoRMS,HumanObservation,Abundance_[#/m3],4.74
33,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_6831,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Obelia longissima, ,117389,urn:lsid:marinespecies.org:taxname:117389,WoRMS,HumanObservation,Abundance_[#/m3],0.79
34,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_8103,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Pseudocalanus,male,104165,urn:lsid:marinespecies.org:taxname:104165,WoRMS,HumanObservation,Abundance_[#/m3],7.9
35,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_9911,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Parasagitta elegans, ,10544,urn:lsid:marinespecies.org:taxname:10544,WoRMS,HumanObservation,Abundance_[#/m3],0.79
36,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_5016,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Pseudocalanus acuspes, ,104514,urn:lsid:marinespecies.org:taxname:104514,WoRMS,HumanObservation,Abundance_[#/m3],11.061
37,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2875,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Cirripedia,nauplii,1082,urn:lsid:marinespecies.org:taxname:1082,WoRMS,HumanObservation,Abundance_[#/m3],151.687
38,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2574,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Ophiuroidea,larvae,123084,urn:lsid:marinespecies.org:taxname:123084,WoRMS,HumanObservation,Abundance_[#/m3],606.746
39,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_8911,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Podon leuckartii, ,106277,urn:lsid:marinespecies.org:taxname:106277,WoRMS,HumanObservation,Abundance_[#/m3],44.242
40,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_8139,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Fritillaria borealis, ,103375,urn:lsid:marinespecies.org:taxname:103375,WoRMS,HumanObservation,Abundance_[#/m3],619.388
41,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_8417,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Eurytemora herdmani, ,15767,urn:lsid:marinespecies.org:taxname:15767,WoRMS,HumanObservation,Abundance_[#/m3],18.961
42,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_7488,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Gastropoda,larvae,101,urn:lsid:marinespecies.org:taxname:101,WoRMS,HumanObservation,Abundance_[#/m3],935.4019999999999
43,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_3229,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Eurytemora, ,10424,urn:lsid:marinespecies.org:taxname:10424,WoRMS,HumanObservation,Abundance_[#/m3],82.164
44,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_5235,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Melicertum octocostatum, ,117743,urn:lsid:marinespecies.org:taxname:117743,WoRMS,HumanObservation,Abundance_[#/m3],0.198
45,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_6623,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Echinodermata,bipinnaria,1806,urn:lsid:marinespecies.org:taxname:1806,WoRMS,HumanObservation,Abundance_[#/m3],189.609
46,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_4052,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Calanoida,nauplii,11,urn:lsid:marinespecies.org:taxname:11,WoRMS,HumanObservation,Abundance_[#/m3],632.029
47,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_6506,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Echinodermata,larvae,1806,urn:lsid:marinespecies.org:taxname:1806,WoRMS,HumanObservation,Abundance_[#/m3],7382.076
48,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_8682,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Bivalvia, ,105,urn:lsid:marinespecies.org:taxname:105,WoRMS,HumanObservation,Abundance_[#/m3],2578.677
49,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_3335,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Pseudocalanus, ,104165,urn:lsid:marinespecies.org:taxname:104165,WoRMS,HumanObservation,Abundance_[#/m3],322.335
50,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_3960,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Acartia hudsonica, ,157664,urn:lsid:marinespecies.org:taxname:157664,WoRMS,HumanObservation,Abundance_[#/m3],151.687
51,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_3811,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Acartia longiremis, ,104257,urn:lsid:marinespecies.org:taxname:104257,WoRMS,HumanObservation,Abundance_[#/m3],126.406
52,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_1191,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Acartia, ,104108,urn:lsid:marinespecies.org:taxname:104108,WoRMS,HumanObservation,Abundance_[#/m3],808.997
53,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_7446,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Aglantha digitale, ,117849,urn:lsid:marinespecies.org:taxname:117849,WoRMS,HumanObservation,Abundance_[#/m3],442.42
54,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_3551,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Cirripedia,cyprid,1082,urn:lsid:marinespecies.org:taxname:1082,WoRMS,HumanObservation,Abundance_[#/m3],151.687
55,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_5248,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Oithona similis, ,106656,urn:lsid:marinespecies.org:taxname:106656,WoRMS,HumanObservation,Abundance_[#/m3],3134.862
56,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_4320,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Centropages abdominalis, ,196774,urn:lsid:marinespecies.org:taxname:196774,WoRMS,HumanObservation,Abundance_[#/m3],1112.37
57,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_4265,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00,2017-08-17T15:24:00,TWINRING_150UM_MICROSCOPY,-162.766,70.0357,13,Polychaeta,larvae,883,urn:lsid:marinespecies.org:taxname:883,WoRMS,HumanObservation,Abundance_[#/m3],4853.967000000001
58,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_6677,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Isopoda, ,1131,urn:lsid:marinespecies.org:taxname:1131,WoRMS,HumanObservation,Abundance_[#/m3],1.7819999999999998
59,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2520,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Rotifera, ,1426,urn:lsid:marinespecies.org:taxname:1426,WoRMS,HumanObservation,Abundance_[#/m3],3.563
60,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_5479,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Amphipoda, ,1135,urn:lsid:marinespecies.org:taxname:1135,WoRMS,HumanObservation,Abundance_[#/m3],0.223
61,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_9018,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Obelia longissima, ,117389,urn:lsid:marinespecies.org:taxname:117389,WoRMS,HumanObservation,Abundance_[#/m3],0.223
62,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_9731,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Microsetella, ,115341,urn:lsid:marinespecies.org:taxname:115341,WoRMS,HumanObservation,Abundance_[#/m3],1.7819999999999998
63,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_7537,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Limacina helicina, ,140223,urn:lsid:marinespecies.org:taxname:140223,WoRMS,HumanObservation,Abundance_[#/m3],3.563
64,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_4549,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Tortanus discaudatus, ,157684,urn:lsid:marinespecies.org:taxname:157684,WoRMS,HumanObservation,Abundance_[#/m3],0.6679999999999999
65,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_7333,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Cyclopoida,nauplii,1101,urn:lsid:marinespecies.org:taxname:1101,WoRMS,HumanObservation,Abundance_[#/m3],5.345
66,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_9636,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Calanus glacialis/marshallae, ,19677,urn:lsid:marinespecies.org:taxname:19677,WoRMS,HumanObservation,Abundance_[#/m3],0.223
67,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2521,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Gammaridae, ,101383,urn:lsid:marinespecies.org:taxname:101383,WoRMS,HumanObservation,Abundance_[#/m3],0.445
68,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_4152,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Ophiuroidea,larvae,123084,urn:lsid:marinespecies.org:taxname:123084,WoRMS,HumanObservation,Abundance_[#/m3],21.38
69,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_4403,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Pseudocalanus mimus, ,355067,urn:lsid:marinespecies.org:taxname:355067,WoRMS,HumanObservation,Abundance_[#/m3],0.8909999999999999
70,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_3350,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Harpacticoida, ,1102,urn:lsid:marinespecies.org:taxname:1102,WoRMS,HumanObservation,Abundance_[#/m3],2.6719999999999997
71,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_1272,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Evadne nordmanni, ,106273,urn:lsid:marinespecies.org:taxname:106273,WoRMS,HumanObservation,Abundance_[#/m3],7.127000000000001
72,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2169,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Echinodermata,bipinnaria,1806,urn:lsid:marinespecies.org:taxname:1806,WoRMS,HumanObservation,Abundance_[#/m3],7.127000000000001
73,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_8092,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Gastropoda,larvae,101,urn:lsid:marinespecies.org:taxname:101,WoRMS,HumanObservation,Abundance_[#/m3],85.51899999999999
74,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_4290,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00,2017-08-17T06:18:00,TWINRING_150UM_MICROSCOPY,-160.6218,70.495,16,Cumacea, ,1137,urn:lsid:marinespecies.org:taxname:1137,WoRMS,HumanObservation,Abundance_[#/m3],3.563
