eventDate,decimalLatitude,decimalLongitude,eventID,alternate eventID,basisOfRecord,taxonID,nameAccordingToID,NCBI_ID,scientificName,organismQuantity,organismQuantityType,occurrenceStatus,Phylum,Class,Order,Family,Genus,Species,Subspecies,parentEventID,minimumDepthinMeters,maximumDepthinMeters
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,132046,WoRMS,283513,Polymastia sp.,3.840397458,count per 1000 m2,present,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,1567,WoRMS,261973,Pycnogonidae,11.52119237,count per 1000 m2,present,Arthropoda,Pycnoginida,Pantopoda,Pycnogonidae,,,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,580850,WoRMS,,Retifusus jessoensis,7.680794916,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Retifusus,jessoensis,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,107568,WoRMS,397989,Sclerocrangon boreas,88.32914153,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Crangonidae,Sclerocrangon,boreas,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,106994,WoRMS,397992,Spirontocaris sp.,30.72317966,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,103937,WoRMS,,Styela rustica,46.0847695,count per 1000 m2,present,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,rustica,,AMBON,28.8,28.8
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,1360,WoRMS,6103,Actiniaria,6.812242565,count per 1000 m2,present,Cnidaria,Anthozoa,Actiniaria,,,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,138969,WoRMS,912978,Admete viridula,3.406121283,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,viridula,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,490701,WoRMS,,Anomalisipho verkruezeni,8.515303206,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Anomalisipho,verkruezeni,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,107006,WoRMS,397924,Argis sp.,91.96527463,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,490735,WoRMS,,Aulacofusus brevicauda,1.703060641,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Aulacofusus,brevicauda,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,146732,WoRMS,1471183,Boreotrophon clathratus,1.703060641,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Muricidae,Boreotrophon,clathratus,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,138875,WoRMS,,Buccinum scalariforme,8.515303206,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,scalariforme,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,137701,WoRMS,54130,Buccinum sp. ,1.703060641,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,107315,WoRMS,41210,Chionoecetes opilio,119.2142449,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,opilio,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,140525,WoRMS,1421112,Cryptonatica affinis,1.703060641,count per 1000 m2,present,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Cryptonatica,affinis,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,160240,WoRMS,,Curtitoma incisula,3.406121283,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Curtitoma,incisula,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,254455,WoRMS,862925,Eunoe depressa,1.703060641,count per 1000 m2,present,Annelida,Polychaeta,Phyllodocida,Polynoidae,Eunoe,depressa,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,129487,WoRMS,862924,Eunoe sp.,1.703060641,count per 1000 m2,present,Annelida,Polychaeta,Phyllodocida,Polynoidae,Eunoe,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,140536,WoRMS,,Euspira pallida,3.406121283,count per 1000 m2,present,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,pallida,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,248348,WoRMS,174388,Labidochirus splendescens,34.06121283,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Labidochirus,splendescens,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,491062,WoRMS,,Latisipho hypolispus,1.703060641,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Latisipho,hypolispus,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,369158,WoRMS,,Leptasterias arctica,22.13978834,count per 1000 m2,present,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,arctica,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,141819,WoRMS,1113278,Margarites costalis,23.84284898,count per 1000 m2,present,Mollusca,Gastropoda,Trochida,Margaritidae,Margarites,costalis,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,102837,WoRMS,371442,Melita dentata,3.406121283,count per 1000 m2,present,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita,dentata,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,254479,WoRMS,,Neptunea heros,1.703060641,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,heros,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,137710,WoRMS,57632,Neptunea sp.,25.54590962,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,137825,WoRMS,,Obesotoma sp,1.703060641,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Obesotoma,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,254489,WoRMS,,Pagurus capillatus,126.0264875,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,capillatus,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,106854,WoRMS,6746,Pagurus sp.,23.84284898,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,254490,WoRMS,2058916,Pagurus trigonocheirus,139.6509726,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,trigonocheirus,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,582749,WoRMS,1548725,Serripes groenlandicus,5.109181924,count per 1000 m2,present,Mollusca,Bivalvia,Cardiida,Cardiidae,Serripes,groenlandicus,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,124943,WoRMS,1898584,Stegophiura nodosa,6.812242565,count per 1000 m2,present,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Stegophiura,nodosa,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,124324,WoRMS,7670,Strongylocentrotus pallidus,1.703060641,count per 1000 m2,present,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,pallidus,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,103937,WoRMS,,Styela rustica,3.406121283,count per 1000 m2,present,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,rustica,,AMBON,44.2,44.2
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,1360,WoRMS,6103,Actiniaria,1.676829513,count per 1000 m2,present,Cnidaria,Anthozoa,Actiniaria,,,,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,576338,WoRMS,,Admete solida,3.353659026,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,solida,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,107006,WoRMS,397924,Argis sp.,6.707318051,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,490767,WoRMS,,Beringius stimpsoni,1.676829513,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Beringius,stimpsoni,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,138858,WoRMS,,Buccinum angulosum,1.676829513,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,angulosum,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,138875,WoRMS,,Buccinum scalariforme,8.384147564,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,scalariforme,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,580866,WoRMS,,Buccinum solenum,1.676829513,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,solenum,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,107315,WoRMS,41210,Chionoecetes opilio,60.36586246,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,opilio,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,515737,WoRMS,587146,Eualus gaimardii gaimardii,3.353659026,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,gaimardii,gaimardii,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,254455,WoRMS,862925,Eunoe depressa,1.676829513,count per 1000 m2,present,Annelida,Polychaeta,Phyllodocida,Polynoidae,Eunoe,depressa,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,123586,WoRMS,105880,Gorgonocephalus sp.,1.676829513,count per 1000 m2,present,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Gorgonocephalus,,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,107323,WoRMS,362706,Hyas coarctatus,1.676829513,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,coarctatus,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,248348,WoRMS,174388,Labidochirus splendescens,11.73780659,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Labidochirus,splendescens,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,491062,WoRMS,,Latisipho hypolispus,3.353659026,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Latisipho,hypolispus,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,125154,WoRMS,59564,Leptasterias polaris,8.384147564,count per 1000 m2,present,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,polaris,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,254479,WoRMS,,Neptunea heros,10.06097708,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,heros,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,137710,WoRMS,57632,Neptunea sp.,5.030488538,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,124933,WoRMS,1622213,Ophiura robusta,3.353659026,count per 1000 m2,present,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,robusta,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,254489,WoRMS,,Pagurus capillatus,142.5305086,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,capillatus,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,106854,WoRMS,6746,Pagurus sp.,8.384147564,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,254490,WoRMS,2058916,Pagurus trigonocheirus,97.25611174,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,trigonocheirus,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,124943,WoRMS,1898584,Stegophiura nodosa,414.1768897,count per 1000 m2,present,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Stegophiura,nodosa,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,196391,WoRMS,,Tachyrhynchus erosus,1.676829513,count per 1000 m2,present,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Turritellidae,Tachyrhynchus,erosus,,AMBON,47.7,47.7
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,138969,WoRMS,912978,Admete viridula,10.43556771,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,viridula,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,107006,WoRMS,397924,Argis sp.,62.61340625,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,138858,WoRMS,,Buccinum angulosum,2.087113542,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,angulosum,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,138875,WoRMS,,Buccinum scalariforme,6.261340625,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,scalariforme,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,107315,WoRMS,41210,Chionoecetes opilio,87.65876876,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,opilio,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,124154,WoRMS,60567,Crossaster papposus,2.087113542,count per 1000 m2,present,Echinodermata,Asteroidea,Valvatida,Solasteridae,Crossaster,papposus,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,140525,WoRMS,1421112,Cryptonatica affinis,20.87113542,count per 1000 m2,present,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Cryptonatica,affinis,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,515737,WoRMS,587146,Eualus gaimardii gaimardii,14.60979479,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,gaimardii,gaimardii,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,140536,WoRMS,,Euspira pallida,2.087113542,count per 1000 m2,present,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,pallida,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,125154,WoRMS,59564,Leptasterias polaris,6.261340625,count per 1000 m2,present,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,polaris,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,576321,WoRMS,,Neoiphinoe coronata,2.087113542,count per 1000 m2,present,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Neoiphinoe,coronata,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,254479,WoRMS,,Neptunea heros,2.087113542,count per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,heros,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,254489,WoRMS,,Pagurus capillatus,43.82938438,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,capillatus,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,106854,WoRMS,6746,Pagurus sp.,16.69690833,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,254490,WoRMS,2058916,Pagurus trigonocheirus,52.17783855,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,trigonocheirus,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,196391,WoRMS,,Tachyrhynchus erosus,206.6242406,count per 1000 m2,present,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Turritellidae,Tachyrhynchus,erosus,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,138614,WoRMS,,Tachyrhynchus sp. ,2.087113542,count per 1000 m2,present,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Turritellidae,Tachyrhynchus,,,AMBON,50.6,50.6
8/13/2015 7:42,67.67,-168.96,DBO3.1,,HumanObservation,1360,WoRMS,6103,Actiniaria,76.36116031,count per 1000 m2,present,Cnidaria,Anthozoa,Actiniaria,,,,,AMBON,32.6,32.6
8/13/2015 7:42,67.67,-168.96,DBO3.1,,HumanObservation,107006,WoRMS,397924,Argis sp.,175.9626738,count per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,,,AMBON,32.6,32.6
8/13/2015 7:42,67.67,-168.96,DBO3.1,,HumanObservation,103700,WoRMS,,Ascidia callosa,9.960151344,count per 1000 m2,present,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,callosa,,AMBON,32.6,32.6
8/13/2015 7:42,67.67,-168.96,DBO3.1,,HumanObservation,254497,WoRMS,7602,Asterias amurensis,116.2017657,count per 1000 m2,present,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,amurensis,,AMBON,32.6,32.6
