eventDate,decimalLatitude,decimalLongitude,eventID,alternate eventID,basisOfRecord,taxonID,nameAccordingToID,NCBI_ID,scientificName,organismQuantity,organismQuantityType,occurrenceStatus,Phylum,Class,Order,Family,Genus,Species,Subspecies,parentEventID,minimumDepthinMeters,maximumDepthinMeters
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,434503,WoRMS,,Obesotoma japonica,3.84,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Obesotoma,japonica,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,125125,WoRMS,35052,Ophiopholis aculeata,1.92,g wet weight per 1000 m2,present,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiopholis,aculeata,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,254489,WoRMS,,Pagurus capillatus,7.68,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,capillatus,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,106854,WoRMS,6746,Pagurus sp.,88.33,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,254490,WoRMS,2058916,Pagurus trigonocheirus,49.93,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,trigonocheirus,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,132046,WoRMS,283513,Polymastia sp.,57.61,g wet weight per 1000 m2,present,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,1567,WoRMS,261973,Pycnogonidae,1.92,g wet weight per 1000 m2,present,Arthropoda,Pycnoginida,Pantopoda,Pycnogonidae,,,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,580850,WoRMS,,Retifusus jessoensis,7.68,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Retifusus,jessoensis,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,107568,WoRMS,397989,Sclerocrangon boreas,441.65,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Crangonidae,Sclerocrangon,boreas,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,106994,WoRMS,397992,Spirontocaris sp.,46.08,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,,,AMBON,28.8,28.8
8/13/2015 12:34,68.9,-166.42,CL0,,HumanObservation,103937,WoRMS,,Styela rustica,249.63,g wet weight per 1000 m2,present,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,rustica,,AMBON,28.8,28.8
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,1360,WoRMS,6103,Actiniaria,235.02,g wet weight per 1000 m2,present,Cnidaria,Anthozoa,Actiniaria,,,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,138969,WoRMS,912978,Admete viridula,15.33,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,viridula,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,490701,WoRMS,,Anomalisipho verkruezeni,3.41,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Anomalisipho,verkruezeni,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,107006,WoRMS,397924,Argis sp.,175.42,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,490735,WoRMS,,Aulacofusus brevicauda,1.7,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Aulacofusus,brevicauda,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,146732,WoRMS,1471183,Boreotrophon clathratus,1.7,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Muricidae,Boreotrophon,clathratus,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,146142,WoRMS,10205,Bryozoa,1.7,g wet weight per 1000 m2,present,Bryozoa,,,,,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,138875,WoRMS,,Buccinum scalariforme,10.22,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,scalariforme,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,137701,WoRMS,54130,Buccinum sp. ,0.85,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,107315,WoRMS,41210,Chionoecetes opilio,3320.97,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,opilio,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,140525,WoRMS,1421112,Cryptonatica affinis,0.85,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Cryptonatica,affinis,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,160240,WoRMS,,Curtitoma incisula,1.7,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Curtitoma,incisula,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,254455,WoRMS,862925,Eunoe depressa,3.41,g wet weight per 1000 m2,present,Annelida,Polychaeta,Phyllodocida,Polynoidae,Eunoe,depressa,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,140536,WoRMS,,Euspira pallida,1.7,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,pallida,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,1337,WoRMS,6074,Hydrozoa,1.7,g wet weight per 1000 m2,present,Cnidaria,Hydrozoa,,,,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,248348,WoRMS,174388,Labidochirus splendescens,98.78,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Labidochirus,splendescens,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,491062,WoRMS,,Latisipho hypolispus,22.14,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Latisipho,hypolispus,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,369158,WoRMS,,Leptasterias arctica,137.95,g wet weight per 1000 m2,present,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,arctica,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,141819,WoRMS,1113278,Margarites costalis,5.11,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Trochida,Margaritidae,Margarites,costalis,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,102837,WoRMS,371442,Melita dentata,1.7,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita,dentata,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,254479,WoRMS,,Neptunea heros,221.4,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,heros,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,137710,WoRMS,57632,Neptunea sp.,170.31,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,137825,WoRMS,,Obesotoma sp,1.7,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Obesotoma,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,254489,WoRMS,,Pagurus capillatus,37.47,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,capillatus,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,106854,WoRMS,6746,Pagurus sp.,54.5,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,254490,WoRMS,2058916,Pagurus trigonocheirus,112.4,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,trigonocheirus,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,582749,WoRMS,1548725,Serripes groenlandicus,3.41,g wet weight per 1000 m2,present,Mollusca,Bivalvia,Cardiida,Cardiidae,Serripes,groenlandicus,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,124943,WoRMS,1898584,Stegophiura nodosa,8.52,g wet weight per 1000 m2,present,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Stegophiura,nodosa,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,124324,WoRMS,7670,Strongylocentrotus pallidus,56.2,g wet weight per 1000 m2,present,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,pallidus,,AMBON,44.2,44.2
8/13/2015 15:18,68.948,-166.9178,CL1,,HumanObservation,103937,WoRMS,,Styela rustica,5.11,g wet weight per 1000 m2,present,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,rustica,,AMBON,44.2,44.2
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,1360,WoRMS,6103,Actiniaria,21.8,g wet weight per 1000 m2,present,Cnidaria,Anthozoa,Actiniaria,,,,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,576338,WoRMS,,Admete solida,11.07,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,solida,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,107006,WoRMS,397924,Argis sp.,13.41,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,490767,WoRMS,,Beringius stimpsoni,30.18,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Beringius,stimpsoni,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,138858,WoRMS,,Buccinum angulosum,21.8,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,angulosum,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,138875,WoRMS,,Buccinum scalariforme,46.95,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,scalariforme,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,580866,WoRMS,,Buccinum solenum,5.03,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,solenum,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,107315,WoRMS,41210,Chionoecetes opilio,1970.27,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,opilio,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,515737,WoRMS,587146,Eualus gaimardii gaimardii,5.03,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,gaimardii,gaimardii,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,254455,WoRMS,862925,Eunoe depressa,1.68,g wet weight per 1000 m2,present,Annelida,Polychaeta,Phyllodocida,Polynoidae,Eunoe,depressa,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,129487,WoRMS,862924,Eunoe sp.,1.68,g wet weight per 1000 m2,present,Annelida,Polychaeta,Phyllodocida,Polynoidae,Eunoe,,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,123586,WoRMS,105880,Gorgonocephalus sp.,1.68,g wet weight per 1000 m2,present,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Gorgonocephalus,,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,107323,WoRMS,362706,Hyas coarctatus,11.74,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,coarctatus,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,248348,WoRMS,174388,Labidochirus splendescens,36.89,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Labidochirus,splendescens,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,491062,WoRMS,,Latisipho hypolispus,10.06,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Latisipho,hypolispus,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,125154,WoRMS,59564,Leptasterias polaris,313.57,g wet weight per 1000 m2,present,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,polaris,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,254656,WoRMS,,Neptunea communis,30.18,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,communis,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,254479,WoRMS,,Neptunea heros,695.88,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,heros,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,124933,WoRMS,1622213,Ophiura robusta,1.68,g wet weight per 1000 m2,present,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,robusta,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,254489,WoRMS,,Pagurus capillatus,65.4,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,capillatus,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,106854,WoRMS,6746,Pagurus sp.,5.03,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,254490,WoRMS,2058916,Pagurus trigonocheirus,110.67,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,trigonocheirus,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,124943,WoRMS,1898584,Stegophiura nodosa,85.52,g wet weight per 1000 m2,present,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Stegophiura,nodosa,,AMBON,47.7,47.7
8/14/2015 11:58,69.0298,-167.9342,CL2,,HumanObservation,196391,WoRMS,1421206,Tachyrhynchus erosus,3.35,g wet weight per 1000 m2,present,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Turritellidae,Tachyrhynchus,erosus,,AMBON,47.7,47.7
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,107006,WoRMS,397924,Argis sp.,296.37,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,1839,WoRMS,7713,Ascidiacea,2.09,g wet weight per 1000 m2,present,Chordata,Ascidiacea,,,,,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,138858,WoRMS,,Buccinum angulosum,43.83,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,angulosum,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,138875,WoRMS,,Buccinum scalariforme,33.39,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,scalariforme,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,107315,WoRMS,41210,Chionoecetes opilio,3015.88,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,opilio,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,124154,WoRMS,60567,Crossaster papposus,54.26,g wet weight per 1000 m2,present,Echinodermata,Asteroidea,Valvatida,Solasteridae,Crossaster,papposus,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,140525,WoRMS,1421112,Cryptonatica affinis,45.92,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Cryptonatica,affinis,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,515737,WoRMS,587146,Eualus gaimardii gaimardii,29.22,g wet weight per 1000 m2,present,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,gaimardii,gaimardii,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,140536,WoRMS,,Euspira pallida,1.04,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,pallida,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,125154,WoRMS,59564,Leptasterias polaris,91.83,g wet weight per 1000 m2,present,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,polaris,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,576321,WoRMS,,Neoiphinoe coronata,6.26,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Neoiphinoe,coronata,,AMBON,50.6,50.6
8/14/2015 4:04,69.0032,-168.8938,CL3,,HumanObservation,254479,WoRMS,,Neptunea heros,304.72,g wet weight per 1000 m2,present,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,heros,,AMBON,50.6,50.6
