Cruise,Station No,Station Name,No of Grab,Latitude,Longitude,Date and Time,Gear Code,Gear Size,Depth,Abundance,Wet Weight,Carbon Biomass,Taxon Code,Species
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,100,0.047,0.00353,480168020100B,EUCHONE ANALIS                        
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,10,1.509,0.09507,490302000000X,ISCHNOCHITONIDAE [LEPITOCHITONIDAE] (X
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,30,0.91,0.02548,490407040100B,MUSCULUS NIGER                        
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,20,190.892,5.34498,490410010100B,PODOSESMUS MACROCHISMA                
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,20,76.236,1.14354,490411010300B,ASTARTE MONTAGUI                      
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,10,17.248,0.25872,490411011100B,ASTARTE ARCTICA                       
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,10,0.003,0.0001,490424030000B,MACOMA MOESTA                         
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,110,0.103,0.00288,490429020100B,HIATELLA ARCTICA                      
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,10,0.037,0.00174,490441020100B,YOLDIA HYPERBOREA                     
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,1380,215.474,2.37021,531802010000X,BALANUS SP. (X)                       
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,40,0.041,0.00303,532804010200B,LEUCON NASICOIDES                     
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,40,0.083,0.00614,533001000000B,ARCTURIDAE                            
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,30,0.023,0.0017,533104010000B,AMPITHOE SP.                          
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,150,0.057,0.00428,533121070000B,GAMMARUS SP.                          
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,140,0.025,0.00185,533127020000B,ISCHYROCERUS SP.                      
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,10,0.016,0.0013,533134290000B,ORCHOMENE SP.                         
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,20,0.004,0.0003,533137150000B,WESTWOODILLA SP.                      
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,40,0.031,0.00229,533142030000B,HETEROPHOXUS SP.                      
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,10,0.01,0.00074,533143000000B,PLEUSTIDAE                            
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,130,0.972,0.07193,533154080100B,MAERA DANAE                           
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,390,2.947,0.21808,533154100500B,MELITA ALASKENSIS                     
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,20,0.076,0.00616,533157030000B,ANONYX SP.                            
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,30,0.264,0.01373,533311020000X,PAGURUS SP. (X)                       
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,10,0.02,0.0009,590101010100B,GOLFINGIA MARGARITACEA                
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,200,2.913,0.13109,590102020100B,PHASCOLION STROMBUS                   
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,10,308.571,13.8857,610101020200B,PRIAPULUS CAUDATUS                    
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,10,11.395,0.11395,660000000000F,BRYOZOA FRAGMENT                      
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,20,0.734,0.01541,660301010600B,ALCYONIDUM VERMICULARE                
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,30,30.244,0.63512,670000000000B,BRACHIOPODA                           
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,10,0.009,0.0001,680204020100B,STRONGYLOCENTROTUS DROEBACHIENSIS     
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,10,0.223,0.00312,680306010000B,OPHIOPHOLIS SP.                       
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,80,0.117,0.00164,680309061100B,OPHIURA SARSI                         
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,10,138.527,3.32465,680412020000B,PSOLUS SP.                            
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,20,45.75,1.87575,720303020200B,BOLTENIA ECHINATA                     
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,60,77.763,3.18828,720303040300B,HALOCYNTHIA RORETZI                   
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,10,25.641,1.05128,720304010100B,MOLGULA GRIFFITHSII                   
AMB17,14,CL0   ,1,68.899,-166.426,20170808,VV,0.1,32,100,157.782,2.20895,720305010500B,CHELYOSOMA ORIENTALE                  
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.029,0.0027,400000000000B,NEMERTEA [RHYNCOCOELA]                
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,10,0.038,0.00262,480100000000F,POLYCHAETA FRAGMENT                   
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.019,0.00139,480101000000B,POLYNOIDAE                            
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.138,0.01007,480101030100B,ARCTEOBIA ANTICOSTIENISIS             
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.019,0.00139,480101060100B,GATTYANA AMONDSENI                    
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.002,0.00015,480101200100B,BYLGIDES ELEGANS                      
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,25,0.014,0.00097,480105010100B,PHOLOE MINUTA                         
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,15,0.005,0.00034,480105010200B,PHOLOE ASSIMILIS                      
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.0001,0.00001,480112020400B,ETEONE FLAVA                          
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,10,0.022,0.00191,480112020500B,ETEONE LONGA                          
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.022,0.00191,480112020800B,ETEONE AURICANTA                      
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.002,0.00014,480122050000B,TYPOSYLLIS SP.                        
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.011,0.00076,480122060100B,EUSYLLIS ASSIMILIS                    
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.03,0.00216,48012401000JB,NEPHTYS JUVENILE                      
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,35,0.073,0.00504,480127010200B,GLYCINDE WIRENII                      
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.026,0.00179,480127010300B,GLYCINDE ARMIGERA                     
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,30,0.252,0.01537,480139030100B,SCOLOPLOS ARMIGER                     
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,25,3.852,0.23497,480139030200B,LEITOSCOLOPLOS PUGETTENSIS            
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.004,0.00028,480140020600B,ARICIDEA LOPEZI                       
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,10,0.01,0.00069,480142070100B,SPIO FILICORNIS                       
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,145,0.182,0.01256,480149000000B,CIRRATULIDAE                          
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.005,0.00034,480149010100B,CIRRATULUS CIRRATUS                   
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,10,0.308,0.02125,480155010100B,SCALIBREGMA INFLATUM                  
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.0001,0.00001,480158060100B,BARANTOLLA AMERICANA                  
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.64,0.0448,480161050000B,NICOMACHE SP.                         
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.33,0.0231,480161090000B,PRAXILLELLA SP.                       
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,10,0.12,0.0084,480161090101B,PRAXILLELLA GRACILIS ORIENTALIS       
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,10,0.055,0.00385,480161090200B,PRAXILLELLA PRAETERMISSA              
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,15,0.078,0.00546,480161100000B,RHODINE SP.                           
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,55,0.267,0.01842,480162020200B,MYRIOCHELE OCULATA                    
AMB17,15,ML6.1 ,2,70.087,-163.96,20170809,VV,0.1,33,5,0.002,0.00015,480168020100B,EUCHONE ANALIS                        
