Year,Station_Name,tLength,tNum,PALO,NOFU,STSH,KIEI,SPEI,REPH,RNPH,POJA,PAJA,LTJA,GLGU,BLKI,SAGU,ARTE,COMU,TBMU,DOVE,KIMU,ANMU,CAAU,PAAU,CRAU,LEAU,HOPU,TUPU
2015,ML1.12,35077.04855,12,0,0,0.285390556,0,0,0,0,0,0,0,0,0.285938196,0,0,0,0.286772668,0,0,0,0,0.14695108,19.44256245,0,0,0.094208942
2015,ML1.13,26320.49122,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.84940718,0,0,0
2015,ML1.10,20411.93696,7,0,0,0.318825411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167830517,0,0,0,0,7.025165313,0,0,0
2015,ML1.11,32140.40451,11,0,0,0.309825225,0,0,0,0,0,0,0,0,0,0,0,0.103640552,0,0,0,0,0,0,1.243850923,0,0,0
2015,ML1.9,26300.86595,9,0,0.126610081,0.507040017,0,0,0.126610081,0,0,0,0,0,0.123869848,0,0,0,0,0,0,0,0,0,2.40560873,0.128282457,0,0
2015,ML1.5,17644.12812,6,0,0,0.564415756,0,0,0,0,0,0,0,0,1.511881039,0.374979342,0,0,1.127358795,0,0,0,0,0,0,0,0,0
2015,ML1.6,29189.65239,10,0,0,0.848808214,0,0,0,0,0,0,0,0,0.230438858,0,0,1.107094237,0.158353717,0,0.226114054,0,0,0,1.138105443,0,0,0
2015,ML1.7,29187.43241,10,0,0.113884012,0.684697617,0,0,0,0,0,0,0,0,0.114671983,0.231273662,0,0.403499575,1.195503383,0,0,0,0,0,0.115636831,0,0,0
2015,ML1.1,11725.68417,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ML1.2,14646.51359,5,0,0,0,1.426503347,3.566258367,0,0,0,0.333336876,0,0,0.349836479,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,DBO3.1,14373.92342,5,0,0.230566773,0,0,0,0,0,0,0,0,0,0.703054377,0,0,0,0,0,0,0,0,1.239293106,0,0.324400642,0.337052685,0.230566773
2017,DBO3.2,8697.066108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.712645617,3.449549323,0,0
2017,DBO3.5,11773.72536,4,0,0.42055482,0,0,0,0,0,0,0,0,0,0,0,0,0.425488574,0,0,0,0,0,0,0,0,0,0
2017,DBO3.6,8821.232019,3,0,1.141906938,0.382107035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,DBO3.7,8476.2711,3,0,0,0.764309385,0,0,0,0,0,0,0,0,1.246696609,0,0,0,0.382154693,0,0,0,0,0,0,0,0,0
2017,DBO3.8,11678.85138,4,0,0,0.863931911,0,0,0,0,0,0,0,0,0.56683068,0,0,0.85195837,0.283794702,0,0,0,0,0,0,0,0,0
2017,CL2,20445.5618,7,0,0.16154757,0.159147322,0,0,0,0,0,0,0,0,1.621353564,0,0,0.32309514,0.65439595,0,0,0,0,0.327197975,0.170016973,0,0,0
2017,CL1.5,29241.00082,10,0,0.449914213,0.56519949,0,0,0,1.136258846,0,0,0,0,2.176337855,0,0,0,4.039822694,0,0,0,0,0.113624837,0,0.114954237,0,0
2017,CL1,17499.66467,6,0,0.771072147,0.190719951,0,0,0,0,0,0,0.189281429,0,0.580938545,0,0,0.238853004,0.722086921,0,0,0,0,0.190133603,0,0,0,0
2017,CL0,17523.30767,6,0,0,0.192790986,0,0,0,0,0,0,0,0,0.192790986,0,0,0,1.900943186,0,0,0,0,0.189453821,0,0,0,0
2017,ML6.1,14667.73628,5,0,0,0.684810416,0,0,0,0,0,0,0,0,0,0,0,0,1.367981261,0,0,0,0,0,0,0,0,0
2017,ML1.3,26127.97488,9,0,0,0.504644489,0,0,0,0,0,0,0,0,0.253964122,0,0,0,0.126257326,0,0,0,0,0,0,0,0,0
2017,ML6.3,5900.965446,2,0,0.56457901,0,0,0,0,0,0,0,0,0,1.695539833,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ML6.4,8655.988375,3,0,0.385439428,0,0,0,0,0,0,0,0,0,0.386310041,0,0,0,0,0,0,0,0,0,0,0.767061229,0,0
2017,ML3.4,8759.922478,3,0,4.188610541,0,0,0,0,0,0.379393931,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1441273,0,0,0
2017,ML6.8,17501.73243,6,0,4.000667549,0,0,0,0,0,0,0.192536776,0,0,0.577610328,0,0,0,0,0,0,0,0,0,6.891977358,0.38445161,0,0
2017,ML6.9,17415.98896,6,0,4.579965769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38606813,0,0,0,0,0,1.732591587,1.257410719,0,0
2017,ML4.3,61198.6583,21,0,3.93313064,0,0,0,0,0,0,0,0,0,0.080661453,0,0,0,0,0,0.327456086,0,0.082364148,0,0.902731606,0.163397855,0,0.163397855
2017,ML4.2,32245.48089,11,0,8.224107129,0.465597134,0,0,0,0.619547917,0,0,0,0.614054017,0,0,0,0,0.154638727,0,0,0,0,0,0.311044549,0,0,0
2017,ML4.1,5879.979163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ML4.4,26259.28561,9,0,0.760122384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186426084,0,0,0,0,0,0.189764433,0.186457288,0,0
2017,ML4.5,17313.85656,6,0,0.576533051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ML4.6,5858.860773,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ML4.9,29337.45674,10,0,0.337640556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115030506,0.562734259,0,0
2017,ML4.10,26462.3687,9,0,0.126668526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50484356,0,0,0
2017,ML4.11,29310.99029,10,0,0.344292275,0,0,0,0,0,0,0,0,0.112756683,2.050239741,0,0,0,0,0,0,0,0,0,0.450892863,0,0,0
2017,ML4.12,17569.91129,6,0,0.752348614,0,0,0,0,0,0.189209916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189209916,0,0,0
2017,ML4.13,17569.00398,6,0,0.56818183,0,0,0,0,0,0,0.187857327,0,0,2.44758899,0,0,0,0,0,0,0,0,0,0.375714654,0.190579195,0,0
2017,ML4.14,8705.066792,3,0,1.148853953,0,0,0,0,0,0,0,0,0.379311668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ML4.8,20443.67852,7,0,0,0,0,0,0,0,0,0,0,0.161910095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ML4.7,8807.453399,3,0,0,0,0,0,0,0,0,0,0,0,0.380149736,0,0,0,0,0,0.380149736,0,0,0,0,0,0,0
2017,ML5.10,8716.804674,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750414064,0,0,0
2017,ML3.12,23490.09639,8,0,1.264968899,0.285300604,0,0,0,0,0,0,0,0.142769568,0,0,0,0,0.429720309,0,0,0,0,0,8.52852485,0,0,0.143240103
2017,ML3.13,35143.14342,12,0,0.760401311,0.187016633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68454463,0.284994131,0,0
2017,ML3.14,17622.2655,6,0,0.385748973,0.188292291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.042326386,0.376959785,0,0
2017,ML3.11,5850.707518,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75831322,0.571292085,0,0
2017,ML5.8,2650.51855,1,0,2.515231092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ML3.8,5899.615767,2,0,0.560705354,0,0,0,0,0,0,0,0.560705354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ML3.7,17582.47584,6,0,1.139070391,0.757079549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379345451,0,0,0,0,0,0
2017,ML3.6,14700.51734,5,0,1.1373903,0.22252723,0,0,0,0,0,0,0,0.45705682,0,0,0,0,0.462304846,0,0,0,0,0,0,0,0,0
2017,ML3.5,17654.12963,6,0,0,0.56186042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ML1.1,17571.95327,6,0,0,0,0.187881389,0.751525556,0,0,0,0,0.191464832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ML1.2,14625.69932,5,0,0,0,0,0,0,0,0,0,0,0,0.692091521,0,0,0,0,0,0,0,0,0,0,0,0.683386297,0
2017,ML1.6,5880.39461,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ML1.7,14619.88148,5,0,0.227675015,0,0,0,0,0,0,0,0,0.228292815,0.45535003,0,0,0,0.684878446,0,0,0,0,0,0,0.679994658,0,0
2017,ML5.3,11740.18234,4,0,0.567756103,0,0,0,0,0,0,0,0,0,0.28035417,0,0,0,0.287080458,0,0,0,0,0,0,0,0,0
2017,ML1.8,5844.031555,2,0,0,0,0,0,0,0,0,0,0,0,1.122943119,0,0,0,0,0,0,0,0,0,0,2.245886238,0,0
2017,ML1.9,14500.21661,5,0,0.673587431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.139227333,0.227619324,0,0
2017,ML1.10,17590.08542,6,0,0.760391217,0,0,0,0,0.188395563,0,0,0,0,1.331463558,0,0,0,0.188395563,0,0,0,0,0,2.075836634,2.07392689,0,0
2017,ML1.11,8716.962074,3,0,0.775702812,0,0,0,0,0,0.778664137,0,0,0.386370743,0,0,0,0,0,0,0,0,0,0,1.557328273,0,0,0
2017,ML5.7,17508.43261,6,0,0.572702945,7.780852411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955194617,0.191245836,0,0
2017,ML5.6,17571.99917,6,0,2.818441409,0.373820645,0,0,5.60730967,1.300810105,0,0,0,0.193028229,0,0,0,0.577047581,0.192349194,0,0,1.148408501,0,0,20.53813429,0.378179209,0,0
2017,ML5.5,8757.304705,3,0,0,0,0,0,0,0,0.384879687,0,0,0,0,0,0,0,0,0,0,0,0,0,22.92467136,0,0,0
2017,ML5.2,8810.37458,3,0,0,0,0,0,0,0,0.376771247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ML5.1,8794.695932,3,0,0.377299618,0.377912229,0,0,0,0,0.381869483,0,0,0.381869483,0.377299618,0,0,0,0.381869483,0,0,0,0,0,0,0,0,0
2017,BBL2,26302.06467,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BBL1,17611.65079,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189586886,0,0,0,0,0,0,0,0,0
2017,BBL3,17582.50613,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BBL4,17631.09408,6,0,0,7.078287624,0,0,0,0,0,0,0,0,0.569525729,0,0,0,0,0,0,0,0,0,0,0,0.561410844,0
2017,BBL5,17612.9881,6,0,0,0.18943099,0,0,0,0,0,0,0,0,0.942053121,0,0,0,0.188762807,0,0,0,0,0,0,0,0,0
2017,BBL6,8745.345469,3,0,0,0,0,0,0,0,0,0,0,0.37729265,1.891415354,0,0,0,1.131877951,0,0,0,0,0,0,0,0,0
2017,BBL10,8805.510212,3,0,1.510775395,0,0,0,0,0,0,0,0,0,3.410378329,0,0,0.487046482,1.939221001,0,0,0,0,0,0.487046482,0.487046482,0,0
2017,BBL11,17629.2519,6,0,1.140109472,0.187072821,0,0,0,0,0,0,0,0.192651985,0.568269542,0,0,0,3.03767145,0,0,0,0,0,1.326247241,0,0,0
2017,BBL12,11805.95458,4,0,1.987586631,1.681202289,0,0,0,0,0,0,0,0,0,0,0,0,12.96210015,0,0,0,0,0,0,0.851125434,0,0
